Pair,Predictor
891,tpi
892,SW_IN
892,unif
893,SW_IN
893,var
894,SW_IN
894,rpot_LAG4
895,SW_IN
895,rpot_LAG8
896,SW_IN
896,rpot_LAG12
897,SW_IN
897,rpot_LEAD4
898,SW_IN
898,rpot_LEAD8
899,SW_IN
899,rpot_LEAD12
900,SW_IN
900,WFS_LAG4
901,SW_IN
901,WFS_LAG8
902,SW_IN
902,WFS_LAG12
903,SW_IN
903,WFS_LEAD4
904,SW_IN
904,WFS_LEAD8
905,SW_IN
905,WFS_LEAD12
906,SW_IN
906,LSTN_LAG1
907,SW_IN
907,LSTN_LAG2
908,SW_IN
908,LSTN_LAG3
909,SW_IN
909,LSTN_LEAD1
910,SW_IN
910,LSTN_LEAD2
911,SW_IN
911,LSTN_LEAD3
912,SW_IN
912,NDSI_LAG1
913,SW_IN
913,NDSI_LAG2
914,SW_IN
914,NDSI_LAG3
915,SW_IN
915,NDSI_LEAD1
916,SW_IN
916,NDSI_LEAD2
917,SW_IN
917,NDSI_LEAD3
918,SW_IN
918,NDVI_LAG1
919,SW_IN
919,NDVI_LAG2
920,SW_IN
920,NDVI_LAG3
921,SW_IN
921,NDVI_LEAD1
922,SW_IN
922,NDVI_LEAD2
923,SW_IN
923,NDVI_LEAD3
924,SW_IN
924,EVI_LAG1
925,SW_IN
925,EVI_LAG2
926,SW_IN
926,EVI_LAG3
927,SW_IN
927,EVI_LEAD1
928,SW_IN
928,EVI_LEAD2
929,SW_IN
929,EVI_LEAD3
930,SW_IN
930,NDWI_LAG1
931,SW_IN
931,NDWI_LAG2
932,SW_IN
932,NDWI_LAG3
933,SW_IN
933,NDWI_LEAD1
934,SW_IN
934,NDWI_LEAD2
935,SW_IN
935,NDWI_LEAD3
936,SW_IN
936,SRWI_LAG1
937,SW_IN
937,SRWI_LAG2
938,SW_IN
938,SRWI_LAG3
939,SW_IN
939,SRWI_LEAD1
940,SW_IN
940,SRWI_LEAD2
941,SW_IN
941,SRWI_LEAD3
942,SW_IN
942,LSWI_LAG1
943,SW_IN
943,LSWI_LAG2
944,SW_IN
944,LSWI_LAG3
945,SW_IN
945,LSWI_LEAD1
946,SW_IN
946,LSWI_LEAD2
947,SW_IN
947,LSWI_LEAD3
948,SW_IN
948,soilwater_LAG4
949,SW_IN
949,soilwater_LAG8
950,SW_IN
950,soilwater_LAG12
951,SW_IN
951,soilwater_LEAD4
952,SW_IN
952,soilwater_LEAD8
953,SW_IN
953,soilwater_LEAD12
954,SW_IN
954,soilwaterS_LAG4
955,SW_IN
955,soilwaterS_LAG8
956,SW_IN
956,soilwaterS_LAG12
957,SW_IN
957,soilwaterS_LEAD4
958,SW_IN
958,soilwaterS_LEAD8
959,SW_IN
959,soilwaterS_LEAD12
960,SW_IN
960,aet_LAG4
961,SW_IN
961,aet_LAG8
962,SW_IN
962,aet_LAG12
963,SW_IN
963,aet_LEAD4
964,SW_IN
964,aet_LEAD8
965,SW_IN
965,aet_LEAD12
966,SW_IN
966,aetS_LAG4
967,SW_IN
967,aetS_LAG8
968,SW_IN
968,aetS_LAG12
969,SW_IN
969,aetS_LEAD4
970,SW_IN
970,aetS_LEAD8
971,SW_IN
971,aetS_LEAD12
972,SW_IN
972,TA_LAG1
973,SW_IN
973,TA_LAG2
974,SW_IN
974,TA_LAG3
975,SW_IN
975,TA_LEAD1
976,SW_IN
976,TA_LEAD2
977,SW_IN
977,TA_LEAD3
978,SW_IN
978,SW_IN_LAG1
979,SW_IN
979,SW_IN_LAG2
980,SW_IN
980,SW_IN_LAG3
981,SW_IN
981,SW_IN_LEAD1
982,SW_IN
982,SW_IN_LEAD3
983,SW_IN
983,LW_IN_LAG1
984,SW_IN
984,LW_IN_LAG2
985,SW_IN
985,LW_IN_LAG3
986,SW_IN
986,LW_IN_LEAD1
987,SW_IN
987,LW_IN_LEAD2
988,SW_IN
988,LW_IN_LEAD3
989,SW_IN
989,PA_LAG1
990,SW_IN
990,PA_LAG2
991,SW_IN
991,PA_LAG3
992,SW_IN
992,PA_LEAD1
993,SW_IN
993,PA_LEAD2
994,SW_IN
994,PA_LEAD3
995,SW_IN
995,VPD_LAG1
996,SW_IN
996,VPD_LAG2
997,SW_IN
997,VPD_LAG3
998,SW_IN
998,VPD_LEAD1
999,SW_IN
999,VPD_LEAD2
1000,SW_IN
1000,VPD_LEAD3
1001,SW_IN
1001,P_LAG1
1002,SW_IN
1002,P_LAG2
1003,SW_IN
1003,P_LAG3
1004,SW_IN
1004,P_LEAD1
1005,SW_IN
1005,P_LEAD2
1006,SW_IN
1006,P_LEAD3
1007,SW_IN
1007,NEE_LAG1
1008,SW_IN
1008,NEE_LAG2
1009,SW_IN
1009,NEE_LAG3
1010,SW_IN
1010,NEE_LEAD1
1011,SW_IN
1011,NEE_LEAD2
1012,SW_IN
1012,NEE_LEAD3
1013,SW_IN
1013,GPP_LAG1
1014,SW_IN
1014,GPP_LAG2
1015,SW_IN
1015,GPP_LAG3
1016,SW_IN
1016,GPP_LEAD1
1017,SW_IN
1017,GPP_LEAD2
1018,SW_IN
1018,GPP_LEAD3
1019,SW_IN
1019,RECO_LAG1
1020,SW_IN
1020,RECO_LAG2
1021,SW_IN
1021,RECO_LAG3
1022,SW_IN
1022,RECO_LEAD1
1023,SW_IN
1023,RECO_LEAD2
1024,SW_IN
1024,RECO_LEAD3
1025,SW_IN
1025,LE_LAG1
1026,SW_IN
1026,LE_LAG2
1027,SW_IN
1027,LE_LAG3
1028,SW_IN
1028,LE_LEAD1
1029,SW_IN
1029,LE_LEAD2
1030,SW_IN
1030,LE_LEAD3
1031,LW_IN
1031,LE
1032,LW_IN
1032,TA
1033,LW_IN
1033,PA
1034,LW_IN
1034,VPD
1035,LW_IN
1035,P
1036,LW_IN
1036,NDSI_msc
1037,LW_IN
1037,NDVI_msc
1038,LW_IN
1038,EVI_msc
1039,LW_IN
1039,NDWI_msc
1040,LW_IN
1040,SRWI_msc
1041,LW_IN
1041,LSWI_msc
1042,LW_IN
1042,LSTN_msc
1043,LW_IN
1043,NDSI
1044,LW_IN
1044,NDVI
1045,LW_IN
1045,EVI
1046,LW_IN
1046,NDWI
1047,LW_IN
1047,SRWI
1048,LW_IN
1048,LSWI
1049,LW_IN
1049,LSTN
1050,LW_IN
1050,NDSI_mean
1051,LW_IN
1051,NDVI_mean
1052,LW_IN
1052,EVI_mean
1053,LW_IN
1053,NDWI_mean
1054,LW_IN
1054,SRWI_mean
1055,LW_IN
1055,LSWI_mean
1056,LW_IN
1056,LSTN_mean
1057,LW_IN
1057,NDSI_min
1058,LW_IN
1058,NDVI_min
1059,LW_IN
1059,EVI_min
1060,LW_IN
1060,NDWI_min
1061,LW_IN
1061,SRWI_min
1062,LW_IN
1062,LSWI_min
1063,LW_IN
1063,LSTN_min
1064,LW_IN
1064,NDSI_max
1065,LW_IN
1065,NDVI_max
1066,LW_IN
1066,EVI_max
1067,LW_IN
1067,NDWI_max
1068,LW_IN
1068,SRWI_max
1069,LW_IN
1069,LSWI_max
1070,LW_IN
1070,LSTN_max
1071,LW_IN
1071,NDSI_amp
1072,LW_IN
1072,NDVI_amp
1073,LW_IN
1073,EVI_amp
1074,LW_IN
1074,NDWI_amp
1075,LW_IN
1075,SRWI_amp
1076,LW_IN
1076,LSWI_amp
1077,LW_IN
1077,LSTN_amp
1078,LW_IN
1078,WF
1079,LW_IN
1079,WFS
1080,LW_IN
1080,WFR
1081,LW_IN
1081,aet
1082,LW_IN
1082,aetS
1083,LW_IN
1083,aetR
1084,LW_IN
1084,soilwater
1085,LW_IN
1085,soilwaterS
1086,LW_IN
1086,soilwaterR
1087,LW_IN
1087,nx_depo
1088,LW_IN
1088,ny_dep
1089,LW_IN
1089,s_dep
1090,LW_IN
1090,nt_depo
1091,LW_IN
1091,bare
1092,LW_IN
1092,shrub
1093,LW_IN
1093,tree
1094,LW_IN
1094,rpot
1095,LW_IN
1095,canopyht
1096,LW_IN
1096,cti
1097,LW_IN
1097,wc_mat
1098,LW_IN
1098,wc_dtr
1099,LW_IN
1099,wc_iso
1100,LW_IN
1100,wc_ts
1101,LW_IN
1101,wc_mtqm
1102,LW_IN
1102,wc_mtcm
1103,LW_IN
1103,wc_tr
1104,LW_IN
1104,wc_mtwtq
1105,LW_IN
1105,wc_mtdq
1106,LW_IN
1106,wc_mtwq
1107,LW_IN
1107,wc_mtcq
1108,LW_IN
1108,wc_map
1109,LW_IN
1109,wc_pwtm
1110,LW_IN
1110,wc_pdm
1111,LW_IN
1111,wc_ps
1112,LW_IN
1112,wc_pwtq
1113,LW_IN
1113,wc_pdq
1114,LW_IN
1114,wc_pwq
1115,LW_IN
1115,wc_pcq
1116,LW_IN
1116,awc
1117,LW_IN
1117,bd
1118,LW_IN
1118,clay
1119,LW_IN
1119,hist
1120,LW_IN
1120,ocd
1121,LW_IN
1121,ph
1122,LW_IN
1122,cont
1123,LW_IN
1123,corr
1124,LW_IN
1124,cv
1125,LW_IN
1125,diss
1126,LW_IN
1126,east
1127,LW_IN
1127,elev
1128,LW_IN
1128,entr
1129,LW_IN
1129,even
1130,LW_IN
1130,flat
1131,LW_IN
1131,HD
1132,LW_IN
1132,HD7
1133,LW_IN
1133,HD9
1134,LW_IN
1134,hollow
1135,LW_IN
1135,homo
1136,LW_IN
1136,max
1137,LW_IN
1137,north
1138,LW_IN
1138,pcurv
1139,LW_IN
1139,rang
1140,LW_IN
1140,rough
1141,LW_IN
1141,shan
1142,LW_IN
1142,simp
1143,LW_IN
1143,slope
1144,LW_IN
1144,std
1145,LW_IN
1145,tcurv
1146,LW_IN
1146,tpi
1147,LW_IN
1147,unif
1148,LW_IN
1148,var
1149,LW_IN
1149,rpot_LAG4
1150,LW_IN
1150,rpot_LAG8
1151,LW_IN
1151,rpot_LAG12
1152,LW_IN
1152,rpot_LEAD4
1153,LW_IN
1153,rpot_LEAD8
1154,LW_IN
1154,rpot_LEAD12
1155,LW_IN
1155,WFS_LAG4
1156,LW_IN
1156,WFS_LAG8
1157,LW_IN
1157,WFS_LAG12
1158,LW_IN
1158,WFS_LEAD4
1159,LW_IN
1159,WFS_LEAD8
1160,LW_IN
1160,WFS_LEAD12
1161,LW_IN
1161,LSTN_LAG1
1162,LW_IN
1162,LSTN_LAG2
1163,LW_IN
1163,LSTN_LAG3
1164,LW_IN
1164,LSTN_LEAD1
1165,LW_IN
1165,LSTN_LEAD2
1166,LW_IN
1166,LSTN_LEAD3
1167,LW_IN
1167,NDSI_LAG1
1168,LW_IN
1168,NDSI_LAG2
1169,LW_IN
1169,NDSI_LAG3
1170,LW_IN
1170,NDSI_LEAD1
1171,LW_IN
1171,NDSI_LEAD2
1172,LW_IN
1172,NDSI_LEAD3
1173,LW_IN
1173,NDVI_LAG1
1174,LW_IN
1174,NDVI_LAG2
1175,LW_IN
1175,NDVI_LAG3
1176,LW_IN
1176,NDVI_LEAD1
1177,LW_IN
1177,NDVI_LEAD2
1178,LW_IN
1178,NDVI_LEAD3
1179,LW_IN
1179,EVI_LAG1
1180,LW_IN
1180,EVI_LAG2
1181,LW_IN
1181,EVI_LAG3
1182,LW_IN
1182,EVI_LEAD1
1183,LW_IN
1183,EVI_LEAD2
1184,LW_IN
1184,EVI_LEAD3
1185,LW_IN
1185,NDWI_LAG1
1186,LW_IN
1186,NDWI_LAG2
1187,LW_IN
1187,NDWI_LAG3
1188,LW_IN
1188,NDWI_LEAD1
1189,LW_IN
1189,NDWI_LEAD2
1190,LW_IN
1190,NDWI_LEAD3
1191,LW_IN
1191,SRWI_LAG1
1192,LW_IN
1192,SRWI_LAG2
1193,LW_IN
1193,SRWI_LAG3
1194,LW_IN
1194,SRWI_LEAD1
1195,LW_IN
1195,SRWI_LEAD2
1196,LW_IN
1196,SRWI_LEAD3
1197,LW_IN
1197,LSWI_LAG1
1198,LW_IN
1198,LSWI_LAG2
1199,LW_IN
1199,LSWI_LAG3
1200,LW_IN
1200,LSWI_LEAD1
1201,LW_IN
1201,LSWI_LEAD2
1202,LW_IN
1202,LSWI_LEAD3
1203,LW_IN
1203,soilwater_LAG4
1204,LW_IN
1204,soilwater_LAG8
1205,LW_IN
1205,soilwater_LAG12
1206,LW_IN
1206,soilwater_LEAD4
1207,LW_IN
1207,soilwater_LEAD8
1208,LW_IN
1208,soilwater_LEAD12
1209,LW_IN
1209,soilwaterS_LAG4
1210,LW_IN
1210,soilwaterS_LAG8
1211,LW_IN
1211,soilwaterS_LAG12
1212,LW_IN
1212,soilwaterS_LEAD4
1213,LW_IN
1213,soilwaterS_LEAD8
1214,LW_IN
1214,soilwaterS_LEAD12
1215,LW_IN
1215,aet_LAG4
1216,LW_IN
1216,aet_LAG8
1217,LW_IN
1217,aet_LAG12
1218,LW_IN
1218,aet_LEAD4
1219,LW_IN
1219,aet_LEAD8
1220,LW_IN
1220,aet_LEAD12
1221,LW_IN
1221,aetS_LAG4
1222,LW_IN
1222,aetS_LAG8
1223,LW_IN
1223,aetS_LAG12
1224,LW_IN
1224,aetS_LEAD4
1225,LW_IN
1225,aetS_LEAD8
1226,LW_IN
1226,aetS_LEAD12
1227,LW_IN
1227,TA_LAG1
1228,LW_IN
1228,TA_LAG2
1229,LW_IN
1229,TA_LAG3
1230,LW_IN
1230,TA_LEAD1
1231,LW_IN
1231,TA_LEAD2
1232,LW_IN
1232,TA_LEAD3
1233,LW_IN
1233,SW_IN_LAG1
1234,LW_IN
1234,SW_IN_LAG2
1235,LW_IN
1235,SW_IN_LAG3
1236,LW_IN
1236,SW_IN_LEAD1
1237,LW_IN
1237,SW_IN_LEAD3
1238,LW_IN
1238,LW_IN_LAG1
1239,LW_IN
1239,LW_IN_LAG2
1240,LW_IN
1240,LW_IN_LAG3
1241,LW_IN
1241,LW_IN_LEAD1
1242,LW_IN
1242,LW_IN_LEAD2
1243,LW_IN
1243,LW_IN_LEAD3
1244,LW_IN
1244,PA_LAG1
1245,LW_IN
1245,PA_LAG2
1246,LW_IN
1246,PA_LAG3
1247,LW_IN
1247,PA_LEAD1
1248,LW_IN
1248,PA_LEAD2
1249,LW_IN
1249,PA_LEAD3
1250,LW_IN
1250,VPD_LAG1
1251,LW_IN
1251,VPD_LAG2
1252,LW_IN
1252,VPD_LAG3
1253,LW_IN
1253,VPD_LEAD1
1254,LW_IN
1254,VPD_LEAD2
1255,LW_IN
1255,VPD_LEAD3
1256,LW_IN
1256,P_LAG1
1257,LW_IN
1257,P_LAG2
1258,LW_IN
1258,P_LAG3
1259,LW_IN
1259,P_LEAD1
1260,LW_IN
1260,P_LEAD2
1261,LW_IN
1261,P_LEAD3
1262,LW_IN
1262,NEE_LAG1
1263,LW_IN
1263,NEE_LAG2
1264,LW_IN
1264,NEE_LAG3
1265,LW_IN
1265,NEE_LEAD1
1266,LW_IN
1266,NEE_LEAD2
1267,LW_IN
1267,NEE_LEAD3
1268,LW_IN
1268,GPP_LAG1
1269,LW_IN
1269,GPP_LAG2
1270,LW_IN
1270,GPP_LAG3
1271,LW_IN
1271,GPP_LEAD1
1272,LW_IN
1272,GPP_LEAD2
1273,LW_IN
1273,GPP_LEAD3
1274,LW_IN
1274,RECO_LAG1
1275,LW_IN
1275,RECO_LAG2
1276,LW_IN
1276,RECO_LAG3
1277,LW_IN
1277,RECO_LEAD1
1278,LW_IN
1278,RECO_LEAD2
1279,LW_IN
1279,RECO_LEAD3
1280,LW_IN
1280,LE_LAG1
1281,LW_IN
1281,LE_LAG2
1282,LW_IN
1282,LE_LAG3
1283,LW_IN
1283,LE_LEAD1
1284,LW_IN
1284,LE_LEAD2
1285,LW_IN
1285,LE_LEAD3
1286,LE
1286,TA
1287,LE
1287,PA
1288,LE
1288,VPD
1289,LE
1289,P
1290,LE
1290,NDSI_msc
1291,LE
1291,NDVI_msc
1292,LE
1292,EVI_msc
1293,LE
1293,NDWI_msc
1294,LE
1294,SRWI_msc
1295,LE
1295,LSWI_msc
1296,LE
1296,LSTN_msc
1297,LE
1297,NDSI
1298,LE
1298,NDVI
1299,LE
1299,EVI
1300,LE
1300,NDWI
1301,LE
1301,SRWI
1302,LE
1302,LSWI
1303,LE
1303,LSTN
1304,LE
1304,NDSI_mean
1305,LE
1305,NDVI_mean
1306,LE
1306,EVI_mean
1307,LE
1307,NDWI_mean
1308,LE
1308,SRWI_mean
1309,LE
1309,LSWI_mean
1310,LE
1310,LSTN_mean
1311,LE
1311,NDSI_min
1312,LE
1312,NDVI_min
1313,LE
1313,EVI_min
1314,LE
1314,NDWI_min
1315,LE
1315,SRWI_min
1316,LE
1316,LSWI_min
1317,LE
1317,LSTN_min
1318,LE
1318,NDSI_max
1319,LE
1319,NDVI_max
1320,LE
1320,EVI_max
1321,LE
1321,NDWI_max
1322,LE
1322,SRWI_max
1323,LE
1323,LSWI_max
1324,LE
1324,LSTN_max
1325,LE
1325,NDSI_amp
1326,LE
1326,NDVI_amp
1327,LE
1327,EVI_amp
1328,LE
1328,NDWI_amp
1329,LE
1329,SRWI_amp
1330,LE
1330,LSWI_amp
1331,LE
1331,LSTN_amp
1332,LE
1332,WF
1333,LE
1333,WFS
1334,LE
1334,WFR
1335,LE
1335,aet
1336,LE
1336,aetS
1337,LE
1337,aetR
1338,LE
1338,soilwater
1339,LE
1339,soilwaterS
1340,LE
1340,soilwaterR
1341,LE
1341,nx_depo
1342,LE
1342,ny_dep
1343,LE
1343,s_dep
1344,LE
1344,nt_depo
1345,LE
1345,bare
1346,LE
1346,shrub
1347,LE
1347,tree
1348,LE
1348,rpot
1349,LE
1349,canopyht
1350,LE
1350,cti
1351,LE
1351,wc_mat
1352,LE
1352,wc_dtr
1353,LE
1353,wc_iso
1354,LE
1354,wc_ts
1355,LE
1355,wc_mtqm
1356,LE
1356,wc_mtcm
1357,LE
1357,wc_tr
1358,LE
1358,wc_mtwtq
1359,LE
1359,wc_mtdq
1360,LE
1360,wc_mtwq
1361,LE
1361,wc_mtcq
1362,LE
1362,wc_map
1363,LE
1363,wc_pwtm
1364,LE
1364,wc_pdm
1365,LE
1365,wc_ps
1366,LE
1366,wc_pwtq
1367,LE
1367,wc_pdq
1368,LE
1368,wc_pwq
1369,LE
1369,wc_pcq
1370,LE
1370,awc
1371,LE
1371,bd
1372,LE
1372,clay
1373,LE
1373,hist
1374,LE
1374,ocd
1375,LE
1375,ph
1376,LE
1376,cont
1377,LE
1377,corr
1378,LE
1378,cv
1379,LE
1379,diss
1380,LE
1380,east
1381,LE
1381,elev
1382,LE
1382,entr
1383,LE
1383,even
1384,LE
1384,flat
1385,LE
1385,HD
1386,LE
1386,HD7
1387,LE
1387,HD9
1388,LE
1388,hollow
1389,LE
1389,homo
1390,LE
1390,max
1391,LE
1391,north
1392,LE
1392,pcurv
1393,LE
1393,rang
1394,LE
1394,rough
1395,LE
1395,shan
1396,LE
1396,simp
1397,LE
1397,slope
1398,LE
1398,std
1399,LE
1399,tcurv
1400,LE
1400,tpi
1401,LE
1401,unif
1402,LE
1402,var
1403,LE
1403,rpot_LAG4
1404,LE
1404,rpot_LAG8
1405,LE
1405,rpot_LAG12
1406,LE
1406,rpot_LEAD4
1407,LE
1407,rpot_LEAD8
1408,LE
1408,rpot_LEAD12
1409,LE
1409,WFS_LAG4
1410,LE
1410,WFS_LAG8
1411,LE
1411,WFS_LAG12
1412,LE
1412,WFS_LEAD4
1413,LE
1413,WFS_LEAD8
1414,LE
1414,WFS_LEAD12
1415,LE
1415,LSTN_LAG1
1416,LE
1416,LSTN_LAG2
1417,LE
1417,LSTN_LAG3
1418,LE
1418,LSTN_LEAD1
1419,LE
1419,LSTN_LEAD2
1420,LE
1420,LSTN_LEAD3
1421,LE
1421,NDSI_LAG1
1422,LE
1422,NDSI_LAG2
1423,LE
1423,NDSI_LAG3
1424,LE
1424,NDSI_LEAD1
1425,LE
1425,NDSI_LEAD2
1426,LE
1426,NDSI_LEAD3
1427,LE
1427,NDVI_LAG1
1428,LE
1428,NDVI_LAG2
1429,LE
1429,NDVI_LAG3
1430,LE
1430,NDVI_LEAD1
1431,LE
1431,NDVI_LEAD2
1432,LE
1432,NDVI_LEAD3
1433,LE
1433,EVI_LAG1
1434,LE
1434,EVI_LAG2
1435,LE
1435,EVI_LAG3
1436,LE
1436,EVI_LEAD1
1437,LE
1437,EVI_LEAD2
1438,LE
1438,EVI_LEAD3
1439,LE
1439,NDWI_LAG1
1440,LE
1440,NDWI_LAG2
1441,LE
1441,NDWI_LAG3
1442,LE
1442,NDWI_LEAD1
1443,LE
1443,NDWI_LEAD2
1444,LE
1444,NDWI_LEAD3
1445,LE
1445,SRWI_LAG1
1446,LE
1446,SRWI_LAG2
1447,LE
1447,SRWI_LAG3
1448,LE
1448,SRWI_LEAD1
1449,LE
1449,SRWI_LEAD2
1450,LE
1450,SRWI_LEAD3
1451,LE
1451,LSWI_LAG1
1452,LE
1452,LSWI_LAG2
1453,LE
1453,LSWI_LAG3
1454,LE
1454,LSWI_LEAD1
1455,LE
1455,LSWI_LEAD2
1456,LE
1456,LSWI_LEAD3
1457,LE
1457,soilwater_LAG4
1458,LE
1458,soilwater_LAG8
1459,LE
1459,soilwater_LAG12
1460,LE
1460,soilwater_LEAD4
1461,LE
1461,soilwater_LEAD8
1462,LE
1462,soilwater_LEAD12
1463,LE
1463,soilwaterS_LAG4
1464,LE
1464,soilwaterS_LAG8
1465,LE
1465,soilwaterS_LAG12
1466,LE
1466,soilwaterS_LEAD4
1467,LE
1467,soilwaterS_LEAD8
1468,LE
1468,soilwaterS_LEAD12
1469,LE
1469,aet_LAG4
1470,LE
1470,aet_LAG8
1471,LE
1471,aet_LAG12
1472,LE
1472,aet_LEAD4
1473,LE
1473,aet_LEAD8
1474,LE
1474,aet_LEAD12
1475,LE
1475,aetS_LAG4
1476,LE
1476,aetS_LAG8
1477,LE
1477,aetS_LAG12
1478,LE
1478,aetS_LEAD4
1479,LE
1479,aetS_LEAD8
1480,LE
1480,aetS_LEAD12
1481,LE
1481,TA_LAG1
1482,LE
1482,TA_LAG2
1483,LE
1483,TA_LAG3
1484,LE
1484,TA_LEAD1
1485,LE
1485,TA_LEAD2
1486,LE
1486,TA_LEAD3
1487,LE
1487,SW_IN_LAG1
1488,LE
1488,SW_IN_LAG2
1489,LE
1489,SW_IN_LAG3
1490,LE
1490,SW_IN_LEAD1
1491,LE
1491,SW_IN_LEAD3
1492,LE
1492,LW_IN_LAG1
1493,LE
1493,LW_IN_LAG2
1494,LE
1494,LW_IN_LAG3
1495,LE
1495,LW_IN_LEAD1
1496,LE
1496,LW_IN_LEAD2
1497,LE
1497,LW_IN_LEAD3
1498,LE
1498,PA_LAG1
1499,LE
1499,PA_LAG2
1500,LE
1500,PA_LAG3
1501,LE
1501,PA_LEAD1
1502,LE
1502,PA_LEAD2
1503,LE
1503,PA_LEAD3
1504,LE
1504,VPD_LAG1
1505,LE
1505,VPD_LAG2
1506,LE
1506,VPD_LAG3
1507,LE
1507,VPD_LEAD1
1508,LE
1508,VPD_LEAD2
1509,LE
1509,VPD_LEAD3
1510,LE
1510,P_LAG1
1511,LE
1511,P_LAG2
1512,LE
1512,P_LAG3
1513,LE
1513,P_LEAD1
1514,LE
1514,P_LEAD2
1515,LE
1515,P_LEAD3
1516,LE
1516,NEE_LAG1
1517,LE
1517,NEE_LAG2
1518,LE
1518,NEE_LAG3
1519,LE
1519,NEE_LEAD1
1520,LE
1520,NEE_LEAD2
1521,LE
1521,NEE_LEAD3
1522,LE
1522,GPP_LAG1
1523,LE
1523,GPP_LAG2
1524,LE
1524,GPP_LAG3
1525,LE
1525,GPP_LEAD1
1526,LE
1526,GPP_LEAD2
1527,LE
1527,GPP_LEAD3
1528,LE
1528,RECO_LAG1
1529,LE
1529,RECO_LAG2
1530,LE
1530,RECO_LAG3
1531,LE
1531,RECO_LEAD1
1532,LE
1532,RECO_LEAD2
1533,LE
1533,RECO_LEAD3
1534,LE
1534,LE_LAG1
1535,LE
1535,LE_LAG2
1536,LE
1536,LE_LAG3
1537,LE
1537,LE_LEAD1
1538,LE
1538,LE_LEAD2
1539,LE
1539,LE_LEAD3
1540,TA
1540,PA
1541,TA
1541,VPD
1542,TA
1542,P
1543,TA
1543,NDSI_msc
1544,TA
1544,NDVI_msc
1545,TA
1545,EVI_msc
1546,TA
1546,NDWI_msc
1547,TA
1547,SRWI_msc
1548,TA
1548,LSWI_msc
1549,TA
1549,LSTN_msc
1550,TA
1550,NDSI
1551,TA
1551,NDVI
1552,TA
1552,EVI
1553,TA
1553,NDWI
1554,TA
1554,SRWI
1555,TA
1555,LSWI
1556,TA
1556,LSTN
1557,TA
1557,NDSI_mean
1558,TA
1558,NDVI_mean
1559,TA
1559,EVI_mean
1560,TA
1560,NDWI_mean
1561,TA
1561,SRWI_mean
1562,TA
1562,LSWI_mean
1563,TA
1563,LSTN_mean
1564,TA
1564,NDSI_min
1565,TA
1565,NDVI_min
1566,TA
1566,EVI_min
1567,TA
1567,NDWI_min
1568,TA
1568,SRWI_min
1569,TA
1569,LSWI_min
1570,TA
1570,LSTN_min
1571,TA
1571,NDSI_max
1572,TA
1572,NDVI_max
1573,TA
1573,EVI_max
1574,TA
1574,NDWI_max
1575,TA
1575,SRWI_max
1576,TA
1576,LSWI_max
1577,TA
1577,LSTN_max
1578,TA
1578,NDSI_amp
1579,TA
1579,NDVI_amp
1580,TA
1580,EVI_amp
1581,TA
1581,NDWI_amp
1582,TA
1582,SRWI_amp
1583,TA
1583,LSWI_amp
1584,TA
1584,LSTN_amp
1585,TA
1585,WF
1586,TA
1586,WFS
1587,TA
1587,WFR
1588,TA
1588,aet
1589,TA
1589,aetS
1590,TA
1590,aetR
1591,TA
1591,soilwater
1592,TA
1592,soilwaterS
1593,TA
1593,soilwaterR
1594,TA
1594,nx_depo
1595,TA
1595,ny_dep
1596,TA
1596,s_dep
1597,TA
1597,nt_depo
1598,TA
1598,bare
1599,TA
1599,shrub
1600,TA
1600,tree
1601,TA
1601,rpot
1602,TA
1602,canopyht
1603,TA
1603,cti
1604,TA
1604,wc_mat
1605,TA
1605,wc_dtr
1606,TA
1606,wc_iso
1607,TA
1607,wc_ts
1608,TA
1608,wc_mtqm
1609,TA
1609,wc_mtcm
1610,TA
1610,wc_tr
1611,TA
1611,wc_mtwtq
1612,TA
1612,wc_mtdq
1613,TA
1613,wc_mtwq
1614,TA
1614,wc_mtcq
1615,TA
1615,wc_map
1616,TA
1616,wc_pwtm
1617,TA
1617,wc_pdm
1618,TA
1618,wc_ps
1619,TA
1619,wc_pwtq
1620,TA
1620,wc_pdq
1621,TA
1621,wc_pwq
1622,TA
1622,wc_pcq
1623,TA
1623,awc
1624,TA
1624,bd
1625,TA
1625,clay
1626,TA
1626,hist
1627,TA
1627,ocd
1628,TA
1628,ph
1629,TA
1629,cont
1630,TA
1630,corr
1631,TA
1631,cv
1632,TA
1632,diss
1633,TA
1633,east
1634,TA
1634,elev
1635,TA
1635,entr
1636,TA
1636,even
1637,TA
1637,flat
1638,TA
1638,HD
1639,TA
1639,HD7
1640,TA
1640,HD9
1641,TA
1641,hollow
1642,TA
1642,homo
1643,TA
1643,max
1644,TA
1644,north
1645,TA
1645,pcurv
1646,TA
1646,rang
1647,TA
1647,rough
1648,TA
1648,shan
1649,TA
1649,simp
1650,TA
1650,slope
1651,TA
1651,std
1652,TA
1652,tcurv
1653,TA
1653,tpi
1654,TA
1654,unif
1655,TA
1655,var
1656,TA
1656,rpot_LAG4
1657,TA
1657,rpot_LAG8
1658,TA
1658,rpot_LAG12
1659,TA
1659,rpot_LEAD4
1660,TA
1660,rpot_LEAD8
1661,TA
1661,rpot_LEAD12
1662,TA
1662,WFS_LAG4
1663,TA
1663,WFS_LAG8
1664,TA
1664,WFS_LAG12
1665,TA
1665,WFS_LEAD4
1666,TA
1666,WFS_LEAD8
